customer_name,opportunity_id,customer_id,product,qty,price,earliest_year,latest_year,cluster_class,cluster_class_name,web_act1_time_bckt1,web_act1_time_bckt2,web_act1_time_bckt3,web_act1_time_bckt4,web_act1_time_bckt5,web_act2_time_bckt1,web_act2_time_bckt2,web_act2_time_bckt3,web_act2_time_bckt4,web_act2_time_bckt5,web_act3_time_bckt1,web_act3_time_bckt2,web_act3_time_bckt3,web_act3_time_bckt4,web_act3_time_bckt5,num_support_req_time_bckt1,num_support_req_time_bckt2,num_support_req_time_bckt3,num_support_req_time_bckt4,num_support_req_time_bckt5,num_pos_chat_time_bckt1,num_pos_chat_time_bckt2,num_pos_chat_time_bckt3,num_pos_chat_time_bckt4,num_pos_chat_time_bckt5,num_neg_chat_time_bckt1,num_neg_chat_time_bckt2,num_neg_chat_time_bckt3,num_neg_chat_time_bckt4,num_neg_chat_time_bckt5,num_pos_email_time_bckt1,num_pos_email_time_bckt2,num_pos_email_time_bckt3,num_pos_email_time_bckt4,num_pos_email_time_bckt5,num_neg_email_time_bckt1,num_neg_email_time_bckt2,num_neg_email_time_bckt3,num_neg_email_time_bckt4,num_neg_email_time_bckt5,num_pos_tweets_time_bckt1,num_pos_tweets_time_bckt2,num_pos_tweets_time_bckt3,num_pos_tweets_time_bckt4,num_pos_tweets_time_bckt5,num_neg_tweets_time_bckt1,num_neg_tweets_time_bckt2,num_neg_tweets_time_bckt3,num_neg_tweets_time_bckt4,num_neg_tweets_time_bckt5,revenue,num_days_ss1,num_days_ss2,num_days_ss3,num_days_ss4,num_days_ss5,num_days_ss6,current_ss,days_in_curr_ss,opentasks_time_bckt1,opentasks_time_bckt2,opentasks_time_bckt3,opentasks_time_bckt4,opentasks_time_bckt5,num_closed_tsk_time_bckt1,num_closed_tsk_time_bckt2,num_closed_tsk_time_bckt3,num_closed_tsk_time_bckt4,num_closed_tsk_time_bckt5,num_sp_pos_com_time_bckt1,num_sp_pos_com_time_bckt2,num_sp_pos_com_time_bckt3,num_sp_pos_com_time_bckt4,num_sp_pos_com_time_bckt5,num_sp_neg_com_time_bckt1,num_sp_neg_com_time_bckt2,num_sp_neg_com_time_bckt3,num_sp_neg_com_time_bckt4,num_sp_neg_com_time_bckt5,overall_sum_of_shipped_qty,overall_sum_of_tot_net_amt,number_of_periods_sold,total_periods_of_activity,% of time product sold,opportunity_value
"ATLANTIC-PACIFIC AGRICULTURAL COMPANY, INC.",10114,114,Statip,7,100,201108,201306,3,SOMEWHAT UNLIKELY,0.383308568,0.334726854,1.298474894,-0.425286949,0.988262948,0.41736859,0.155918211,-0.103078601,-0.711839534,1.163826725,1.145430096,-0.587751657,1.076817711,0.762026729,0.722935746,1.122797567,-1.18039317,-0.557646346,-1.063088592,-0.367969922,0.240052183,-0.452035274,-1.080233057,0.282275671,0.203263527,0.441345696,-2.091081925,-1.65337708,-0.3183825,0.293370209,-0.419741124,0.082030771,2.367397335,-1.192876695,0.351918202,-0.310185502,-2.51059081,0.382587408,-0.26868673,-1.761612916,-0.452195255,-0.401100415,0.153937726,-1.226838274,0.138484479,-0.385601373,-1.236782575,-1.63428068,0.358805478,-0.320051562,-0.989947688,1.261434984,0.717132162,-0.566107288,0.049717334,-0.764956113,-0.533809401,-0.079553404,-1.122248709,-0.451037004,-1.274691598,-0.431571779,0.449531203,1.375591314,0.546212073,-1.371003925,-0.461781283,-1.395480585,-0.87267666,-1.170931835,-0.338828992,-0.296103341,-0.431541618,-1.328623464,-0.353213349,1.410838377,0.489428322,0.447124973,0.962417247,-0.03332386,-0.686584362,-0.833856313,-1.181929839,0.161284783,-0.989947688
ATLAS CHEMICAL CORP,10115,115,mathstring,6,195,200904,201109,0,MOST LIKELY,-0.970051524,-1.325122216,-0.603482154,-1.001885594,-0.49727514,-1.128104958,-1.209586059,-1.099597938,-0.743045299,-0.276678193,-0.54692986,-0.734164282,-0.15953415,0.656083141,0.30353726,1.122797567,-1.18039317,-0.557646346,-0.319944583,0.399510201,0.240052183,0.241628465,1.791023599,-0.461244266,-1.229393885,0.441345696,0.552190465,-1.65337708,0.401500055,-2.164206457,-0.419741124,1.479288241,0.281638648,0.281270805,-1.134281807,-1.083379606,1.229677131,-1.149261098,-1.014876508,0.395377979,-1.120032756,-0.401100415,0.153937726,2.384419548,-1.249075692,0.372253633,-2.022847122,0.512550753,0.358805478,-1.793442083,-0.761705103,-1.210977585,-1.168568703,1.011583222,-1.146921243,-0.764956113,-0.533809401,-0.792742691,0.985497453,0.459950779,-1.274691598,0.495038217,0.449531203,-0.375888324,0.546212073,-1.371003925,1.325872017,-0.481261894,-1.466468635,1.357291409,-0.338828992,1.423314923,1.40610644,-0.136478442,-0.353213349,-0.378090682,0.489428322,1.325897516,1.536273972,-0.895526023,-0.518093943,-0.7750392,-0.975334695,-0.199328489,-0.761705103
"AUSTRALIAN GOLD, LLC",10116,116,Statip,6,100,200703,201405,0,MOST LIKELY,-0.434346488,-0.677376237,0.11794983,-0.777652787,0.091334291,-0.403664232,-0.5565188,-0.636928245,-0.587016473,0.311527982,1.387195804,-0.343730617,0.226825806,-1.356845035,-1.234257187,-0.337124969,0.278327289,-0.557646346,-0.319944583,-0.367969922,-1.203085056,-0.452035274,0.355395271,1.025795607,-0.513065179,0.441345696,0.552190465,0.450047869,0.401500055,0.293370209,-0.419741124,0.082030771,-0.413614247,0.281270805,1.095018206,0.463008603,-1.762537222,1.148511662,0.477503048,1.114374943,-0.452195255,-1.103026141,-0.485592177,0.217664855,-0.555295606,0.372253633,1.121411066,0.512550753,-1.019762937,1.15333896,-1.03850994,-1.210977585,-1.63999392,1.011583222,-1.146921243,-0.764956113,-0.533809401,-0.792742691,0.985497453,-1.362024788,-0.407358167,-0.431571779,-0.430585444,-0.375888324,1.407676176,-0.499632027,1.325872017,-1.395480585,-1.466468635,0.514550327,0.572442665,-0.296103341,1.40610644,-1.328623464,-1.283584591,-1.272555211,-0.413452084,-1.310420113,-1.333009653,-0.50753505,-0.795287858,-0.157459512,0.706940052,-0.822205961,-1.03850994
"AUTO EXPRESSIONS, LLC",10117,117,signtouch,14,395,201005,201206,3,SOMEWHAT UNLIKELY,0.580673582,0.577631596,1.528021435,-0.345203804,1.170451582,0.803736977,0.48245184,0.146051234,-0.384179,1.271864594,1.145430096,0.778766171,-1.241342029,-0.244437359,2.120930697,1.122797567,-0.451032941,0.867140068,-1.063088592,1.166990323,-0.481516437,0.935292203,-1.080233057,-0.461244266,-1.229393885,-1.734162189,0.552190465,0.450047869,0.401500055,-1.345014235,-1.083789777,-0.616597964,-0.413614247,2.492492055,0.351918202,-1.85657371,-1.014483633,-1.915185352,0.477503048,0.395377979,0.215642246,2.406602488,0.153937726,2.384419548,1.526044649,-0.385601373,-2.808911668,0.512550753,1.048089685,-0.320051562,1.355609092,-0.681174891,-1.482852181,1.236967581,-0.134380909,-0.764956113,-0.533809401,-0.079553404,-1.446517349,1.370938563,-1.274691598,-1.358181776,-0.430585444,0.791764768,1.407676176,-1.371003925,0.432045367,-1.395480585,-0.87267666,1.357291409,-0.338828992,0.563605791,1.40610644,-0.136478442,0.577157894,0.516373848,1.392308727,-0.43164757,1.536273972,-0.50753505,0.604022597,-0.833856313,-1.093389063,-0.13376244,1.355609092
AUTO-CHLOR SYSTEM,10118,118,openfix,7,295,201003,201304,0,MOST LIKELY,-0.716296507,-1.04173335,-0.275558525,-0.889769191,-0.216984935,-1.128104958,-1.179901184,-1.099597938,-0.992691421,-0.048598248,1.467784374,-1.222206363,-1.473158003,-0.721183506,-0.325560468,-0.337124969,-0.451032941,0.867140068,0.423199426,-0.367969922,-1.203085056,2.322619679,0.355395271,-1.204764202,-1.229393885,1.166514991,0.552190465,0.450047869,-1.75814761,-2.164206457,0.90835618,-1.315226699,2.367397335,1.018344555,-1.134281807,-1.083379606,-0.266430045,0.382587408,-0.26868673,0.395377979,0.215642246,0.300825311,0.793467629,-1.226838274,-0.555295606,-1.901311384,0.335346519,-2.349891158,-0.33047873,-1.056746823,-0.327072946,1.438035882,-0.068576532,-1.91841344,-1.146921243,-0.764956113,-0.533809401,-1.505931979,0.012691532,0.459950779,1.327308694,0.495038217,1.32964785,1.375591314,1.407676176,-1.371003925,0.432045367,-1.395480585,0.31490729,-0.328190754,-0.338828992,0.563605791,1.40610644,-0.136478442,1.507529137,0.516373848,0.489428322,-0.43164757,0.388560522,-1.542177645,-0.569975157,-0.68681353,-0.739225958,-0.428809663,-0.327072946
AVISTA TECHNOLOGIES,10119,119,zonair,9,125,201007,201507,3,SOMEWHAT UNLIKELY,0.778038595,0.820536338,1.855945064,-0.24910403,1.422712767,1.238401412,0.868355221,0.430771044,-0.352973234,1.668003447,-0.949872707,-1.466227404,0.381369789,-0.244437359,0.30353726,2.582720104,-0.451032941,-1.270039553,1.166343434,-0.367969922,-1.203085056,0.241628465,-1.080233057,-1.204764202,-1.229393885,-0.283823599,0.552190465,1.151189519,-2.478030165,-2.98339868,0.244307528,0.082030771,0.281638648,-0.455802945,0.351918202,1.236202707,-0.266430045,1.148511662,0.477503048,1.114374943,-1.120032756,-0.401100415,-0.485592177,-0.504586709,-0.555295606,1.130108638,1.121411066,0.512550753,1.048089685,0.416643699,-0.783558116,-0.151372198,-0.540001748,1.011583222,-0.22643003,-0.764956113,-0.533809401,-0.079553404,-1.60865167,1.370938563,0.459975264,0.495038217,-0.430585444,-1.543541416,1.407676176,-0.499632027,0.432045367,0.432956797,0.908699265,1.357291409,-0.338828992,1.423314923,1.40610644,0.459594069,-0.353213349,-1.272555211,1.392308727,0.447124973,-0.185296203,-0.50753505,-0.676702226,0.460120175,-0.060413341,0.980860404,-0.783558116
AVO TECH INTERNATIONAL INC.,10120,120,solbam,12,85,200911,201507,3,SOMEWHAT UNLIKELY,0.383308568,0.334726854,1.298474894,-0.425286949,0.988262948,0.465664639,0.185603086,-0.067488624,-0.587016473,1.13981831,0.017190125,0.388332505,0.381369789,0.020421611,-1.164357439,-0.337124969,0.278327289,-0.557646346,-1.063088592,1.166990323,0.961620802,-1.145699012,-1.080233057,1.769315544,-1.229393885,0.441345696,-0.76944573,1.151189519,1.12138261,-2.98339868,-1.083789777,2.177916976,0.281638648,-1.192876695,0.351918202,-0.310185502,0.481623543,-0.383336845,1.223692826,-1.042615951,-0.452195255,0.300825311,-1.125122079,-0.504586709,0.138484479,0.372253633,1.121411066,-0.203059725,-0.33047873,0.416643699,-0.834548481,-1.56417938,-0.854285226,0.335430146,0.233815576,-0.764956113,-0.533809401,-0.079553404,-0.797980069,0.459950779,0.459975264,0.495038217,-0.430585444,0.207938222,-1.176716133,0.37173987,-1.355607933,1.347175488,0.908699265,-1.170931835,-1.250100649,-1.155812473,1.40610644,-0.732550953,-0.353213349,1.410838377,0.489428322,-1.310420113,-0.759152928,-0.550645158,-0.874839052,0.665980071,0.175695395,0.915294354,-0.834548481
B'S POOL SUPPLY,10121,121,signtouch,17,395,200610,201507,3,SOMEWHAT UNLIKELY,0.242333559,0.172790359,1.101720717,-0.489353465,0.834103335,0.175888348,-0.051875917,-0.245438506,-0.665030886,0.923742572,1.628961513,0.095507257,0.072281824,0.762026729,0.443336755,0.392836299,0.278327289,0.867140068,-1.063088592,-1.135450044,2.40475804,-0.452035274,-1.080233057,1.025795607,-0.513065179,-0.283823599,-0.108627632,-0.251093781,1.12138261,0.293370209,-0.419741124,-0.616597964,-1.108867143,-1.192876695,-1.134281807,-1.083379606,1.229677131,-1.149261098,-0.26868673,-1.042615951,-0.452195255,-0.401100415,-0.485592177,-1.226838274,0.138484479,0.372253633,0.335346519,-0.203059725,1.048089685,1.15333896,1.931071781,0.908233189,-1.168568703,-0.453415109,0.50996294,0.803411542,2.571806584,1.346825171,1.634034733,1.370938563,1.327308694,1.421648214,1.32964785,-1.543541416,1.407676176,1.243111767,0.432045367,-0.481261894,1.502491241,1.357291409,-1.250100649,1.423314923,-0.431541618,-1.328623464,-1.283584591,-1.272555211,1.392308727,-0.43164757,1.536273972,1.647970357,2.555744452,1.754096664,1.267698302,0.915294354,1.931071781
"B-V ASSOCIATES, INC.",10122,122,zonair,14,125,201102,201507,3,SOMEWHAT UNLIKELY,0.270528561,0.213274483,1.13451308,-0.473336836,0.876146866,0.755440929,0.42308209,0.110461257,-0.274958821,1.103805687,-0.949872707,-0.978185322,2.15862559,0.920942111,0.443336755,-1.067086238,-0.451032941,0.867140068,-0.319944583,-1.135450044,2.40475804,-0.452035274,-0.362418893,0.282275671,0.919592233,-2.459331484,-0.108627632,0.450047869,0.401500055,0.293370209,-1.083789777,-0.616597964,-1.108867143,-0.455802945,-1.134281807,-1.083379606,0.481623543,0.382587408,0.477503048,0.395377979,-1.120032756,2.406602488,-0.485592177,-1.226838274,-1.249075692,0.372253633,-0.450718028,1.228161231,1.048089685,-0.320051562,-0.48004404,-1.56417938,-1.63999392,0.110045788,-1.146921243,-0.764956113,-0.533809401,-0.792742691,-0.311577108,1.370938563,0.459975264,1.421648214,0.449531203,-1.543541416,1.407676176,0.37173987,0.432045367,0.432956797,0.908699265,1.357291409,0.572442665,1.423314923,1.40610644,1.651739092,-0.353213349,-0.378090682,1.392308727,0.447124973,-0.185296203,1.216869275,-0.182595427,0.224851723,-0.267008485,0.915294354,-0.48004404
B2E BIOTECH LLC,10123,123,zonair,12,125,201104,201507,0,MOST LIKELY,-0.406151486,-0.636892114,0.183534556,-0.761636158,0.133377822,-0.693440522,-0.823682679,-0.814878127,-1.055102951,0.383553228,-1.111049846,-0.050905368,0.45864178,1.503631846,-0.814858701,-0.337124969,2.466407979,2.291926482,-1.063088592,-1.135450044,0.240052183,0.935292203,-1.080233057,2.51283548,0.919592233,-1.008992894,-0.76944573,-1.65337708,1.12138261,-2.98339868,-1.083789777,-1.315226699,-0.413614247,0.281270805,-0.391181803,-0.310185502,0.481623543,1.148511662,1.223692826,-2.48060988,-0.452195255,-0.401100415,-0.485592177,-0.504586709,-1.249075692,-2.659166389,0.335346519,-0.918670202,-0.33047873,0.416643699,-0.60144967,0.731632291,-0.540001748,-1.91841344,-1.146921243,-0.764956113,-0.533809401,-1.505931979,-0.473711429,1.370938563,0.459975264,-0.431571779,-0.430585444,-1.543541416,-1.176716133,1.243111767,-1.355607933,1.347175488,-0.87267666,-0.328190754,1.483714323,1.423314923,1.40610644,1.055666581,1.507529137,-1.272555211,1.392308727,-1.310420113,-0.185296203,0.958208627,-0.256711447,-0.392727965,-0.32603567,-0.297677564,-0.60144967
BACTIBARRIER,10124,124,mathstring,13,195,201110,201110,0,MOST LIKELY,-0.208786472,-0.393987372,0.445873459,-0.681553013,0.329580966,-0.16218399,-0.348724672,-0.458978364,-0.80545683,0.707666835,-0.143987013,2.389305039,-0.468622116,0.656083141,-1.44395643,0.392836299,-1.18039317,-0.557646346,-0.319944583,2.701950568,-0.481516437,0.241628465,-0.362418893,0.282275671,-0.513065179,-1.008992894,-0.76944573,-0.95223543,1.12138261,-0.525822013,-0.419741124,-0.616597964,-0.413614247,-0.455802945,-0.391181803,-0.310185502,1.229677131,-2.681109605,-1.014876508,-0.323618986,-1.120032756,-0.401100415,0.153937726,0.217664855,0.832264564,-1.143456378,0.335346519,0.512550753,0.358805478,0.416643699,-0.09883036,0.908233189,-0.540001748,0.335430146,0.325864698,1.172439225,2.261244986,1.346825171,1.147631773,-1.362024788,-1.274691598,-1.358181776,-1.310702091,0.207938222,-1.176716133,1.243111767,-0.461781283,0.432956797,-0.87267666,-0.328190754,-0.338828992,-1.155812473,1.40610644,-0.136478442,-0.353213349,-0.378090682,1.392308727,0.447124973,1.536273972,-0.593755266,-0.383202787,-1.304393218,-1.831228865,0.915294354,-0.09883036
BAKER PETROLITE CORPORATION,10125,125,apstring,13,90,201001,201104,2,SWING,0.355113566,0.29424273,1.232890169,-0.441303578,0.946219418,0.369072542,0.09654846,-0.138668577,-0.587016473,1.019776234,0.500721542,2.438109247,-1.086798046,-0.615239918,0.30353726,-1.067086238,-0.451032941,-0.557646346,-1.063088592,-1.135450044,-0.481516437,-0.452035274,0.355395271,0.282275671,1.635920939,-1.008992894,-1.430263828,-0.95223543,0.401500055,0.293370209,1.572404832,-0.616597964,2.367397335,1.755418305,1.095018206,0.463008603,-1.014483633,0.382587408,-0.26868673,1.114374943,1.551317248,-1.103026141,-1.125122079,-1.226838274,-1.249075692,-0.385601373,1.121411066,0.512550753,1.048089685,0.416643699,-0.761705103,-0.857775789,-1.325710442,0.222737967,1.062257668,-0.764956113,-0.533809401,-0.079553404,0.661228812,-1.362024788,-1.274691598,0.495038217,1.32964785,1.375591314,1.407676176,-0.499632027,-1.355607933,-1.395480585,-0.278884685,-0.328190754,0.572442665,-1.155812473,-1.350365647,-1.328623464,-1.283584591,0.516373848,1.392308727,1.325897516,-0.185296203,-0.809305807,-0.904979567,-1.069124765,-1.388524984,-0.396026638,-0.761705103
BALCHEM CORPORATION,10126,126,solbam,18,85,200905,201202,0,MOST LIKELY,-0.688101505,-1.001249226,-0.242766162,-0.889769191,-0.188955914,-1.176401006,-1.239270935,-1.135187914,-0.93027989,-0.132627701,0.903664388,-0.050905368,0.613185763,-0.933070682,-0.954658197,-1.067086238,0.278327289,-1.270039553,0.423199426,-1.135450044,0.961620802,-0.452035274,0.355395271,0.282275671,-0.513065179,0.441345696,-0.108627632,-0.95223543,0.401500055,0.293370209,-1.083789777,-0.616597964,-0.413614247,-0.455802945,-1.134281807,0.463008603,1.229677131,-0.383336845,1.223692826,-1.042615951,-1.120032756,-0.401100415,-1.125122079,0.217664855,0.138484479,-0.385601373,1.121411066,1.228161231,0.358805478,-0.320051562,-0.586880995,0.555031393,-0.540001748,-1.91841344,-1.146921243,-0.764956113,-0.533809401,-1.505931979,-0.473711429,-1.362024788,1.327308694,0.495038217,0.449531203,0.207938222,-1.176716133,-0.499632027,1.325872017,1.347175488,0.908699265,-1.170931835,-1.250100649,1.423314923,0.487282411,-0.732550953,-0.353213349,1.410838377,0.489428322,-0.43164757,-1.333009653,-0.421314834,-0.849639605,-0.68681353,-0.857280327,-0.166545465,-0.586880995
BASF CORPORATION,10127,127,zonair,17,125,200601,201504,2,SWING,0.355113566,0.29424273,1.232890169,-0.441303578,0.946219418,0.70714488,0.393397214,0.110461257,-0.696236651,1.427919294,1.387195804,-0.636555865,1.154089702,0.762026729,-0.185760973,0.392836299,0.278327289,1.579533275,-1.063088592,-1.135450044,0.961620802,-0.452035274,-0.362418893,-0.461244266,0.203263527,1.166514991,-1.430263828,0.450047869,-0.3183825,1.112562431,0.244307528,0.082030771,0.281638648,0.281270805,0.351918202,-0.310185502,-1.762537222,-1.149261098,0.477503048,1.114374943,0.215642246,-1.103026141,2.072527434,-0.504586709,-1.249075692,1.130108638,1.121411066,0.512550753,1.048089685,1.15333896,-0.297935594,0.201829597,-0.382860009,0.448122326,-1.146921243,-0.764956113,-0.533809401,-0.792742691,0.174825852,-1.362024788,1.327308694,-0.431571779,1.32964785,0.207938222,-1.176716133,0.37173987,-0.461781283,1.347175488,0.31490729,-1.170931835,-1.250100649,-1.155812473,0.487282411,-1.328623464,-0.353213349,-0.378090682,0.489428322,1.325897516,-1.333009653,-0.679975483,-0.726112906,1.607053881,1.444779854,0.587464106,-0.297935594
BASF CORPORATION,10127,127,zonair,17,125,200601,201504,0,MOST LIKELY,-0.349761482,-0.555923866,0.249119281,-0.7296029,0.189435863,-0.596848426,-0.734628052,-0.743698174,-0.618222238,0.143469075,0.823075819,0.193115673,-0.545894107,0.603111347,2.120930697,1.122797567,-1.18039317,0.154746861,-1.063088592,-1.135450044,-0.481516437,-0.452035274,-0.362418893,1.025795607,-1.229393885,0.441345696,1.213008563,-0.251093781,1.12138261,1.112562431,-1.083789777,1.479288241,-1.108867143,1.018344555,-1.134281807,1.236202707,1.229677131,1.148511662,0.477503048,0.395377979,-0.452195255,-1.103026141,-1.125122079,1.662167983,-0.555295606,0.372253633,0.335346519,-1.63428068,-1.709047145,1.15333896,-0.297935594,0.201829597,-0.382860009,0.448122326,-1.146921243,-0.764956113,-0.533809401,-0.792742691,0.174825852,-1.362024788,1.327308694,-0.431571779,1.32964785,0.207938222,-1.176716133,0.37173987,-0.461781283,1.347175488,0.31490729,-1.170931835,-1.250100649,-1.155812473,0.487282411,-1.328623464,-0.353213349,-0.378090682,0.489428322,1.325897516,-1.333009653,-0.679975483,-0.726112906,1.607053881,1.444779854,0.587464106,-0.297935594
BASF CORPORATION,10127,127,zonair,17,125,200601,201504,4,MOST UNLIKELY,0.919013605,0.982472833,2.019906878,-0.201054143,1.534828849,1.673065848,1.224573726,0.715490855,0.099510361,1.70401607,0.984252958,-0.78296849,0.149553815,-0.244437359,-1.234257187,-1.067086238,0.278327289,-0.557646346,-1.063088592,-1.135450044,0.240052183,1.628955941,-0.362418893,-0.461244266,0.919592233,-1.734162189,-2.091081925,1.151189519,-1.75814761,-1.345014235,-1.083789777,-0.616597964,-1.108867143,-1.192876695,-0.391181803,-0.310185502,-0.266430045,0.382587408,-2.507256064,0.395377979,-1.120032756,-0.401100415,2.072527434,0.217664855,1.526044649,-1.143456378,0.335346519,-0.203059725,1.048089685,0.416643699,-0.297935594,0.201829597,-0.382860009,0.448122326,-1.146921243,-0.764956113,-0.533809401,-0.792742691,0.174825852,-1.362024788,1.327308694,-0.431571779,1.32964785,0.207938222,-1.176716133,0.37173987,-0.461781283,1.347175488,0.31490729,-1.170931835,-1.250100649,-1.155812473,0.487282411,-1.328623464,-0.353213349,-0.378090682,0.489428322,1.325897516,-1.333009653,-0.679975483,-0.726112906,1.607053881,1.444779854,0.587464106,-0.297935594
BASF CORPORATION,10127,127,zonair,17,125,200601,201504,2,SWING,0.242333559,0.172790359,1.068928354,-0.489353465,0.834103335,0.852033026,0.48245184,0.18164121,-0.415384765,1.307877217,-0.385752721,0.632353546,0.226825806,-0.350380947,2.120930697,-1.067086238,1.007687519,0.867140068,0.423199426,-0.367969922,0.961620802,-0.452035274,-0.362418893,-0.461244266,0.919592233,1.166514991,-0.76944573,-0.251093781,0.401500055,0.293370209,2.236453484,0.780659506,1.67214444,1.018344555,-0.391181803,0.463008603,-0.266430045,-0.383336845,-0.26868673,1.114374943,2.219154749,2.406602488,-0.485592177,0.217664855,0.138484479,0.372253633,0.335346519,0.512550753,0.358805478,-0.320051562,-0.297935594,0.201829597,-0.382860009,0.448122326,-1.146921243,-0.764956113,-0.533809401,-0.792742691,0.174825852,-1.362024788,1.327308694,-0.431571779,1.32964785,0.207938222,-1.176716133,0.37173987,-0.461781283,1.347175488,0.31490729,-1.170931835,-1.250100649,-1.155812473,0.487282411,-1.328623464,-0.353213349,-0.378090682,0.489428322,1.325897516,-1.333009653,-0.679975483,-0.726112906,1.607053881,1.444779854,0.587464106,-0.297935594
BASF CORPORATION,10127,127,zonair,17,125,201109,201110,2,SWING,0.355113566,0.29424273,1.232890169,-0.441303578,0.946219418,0.70714488,0.393397214,0.110461257,-0.696236651,1.427919294,1.387195804,-0.636555865,1.154089702,0.762026729,-0.185760973,0.392836299,0.278327289,1.579533275,-1.063088592,-1.135450044,0.961620802,-0.452035274,-0.362418893,-0.461244266,0.203263527,1.166514991,-1.430263828,0.450047869,-0.3183825,1.112562431,0.244307528,0.082030771,0.281638648,0.281270805,0.351918202,-0.310185502,-1.762537222,-1.149261098,0.477503048,1.114374943,0.215642246,-1.103026141,2.072527434,-0.504586709,-1.249075692,1.130108638,1.121411066,0.512550753,1.048089685,1.15333896,-0.297935594,0.201829597,-0.382860009,0.448122326,-1.146921243,-0.764956113,-0.533809401,-0.792742691,0.174825852,-1.362024788,1.327308694,-0.431571779,1.32964785,0.207938222,-1.176716133,0.37173987,-0.461781283,1.347175488,0.31490729,-1.170931835,-1.250100649,-1.155812473,0.487282411,-1.328623464,-0.353213349,-0.378090682,0.489428322,1.325897516,-1.333009653,0.440887329,-0.404943486,-1.274984661,-1.801715273,4.193596834,-0.297935594
BASF CORPORATION,10127,127,zonair,17,125,201109,201110,0,MOST LIKELY,-0.349761482,-0.555923866,0.249119281,-0.7296029,0.189435863,-0.596848426,-0.734628052,-0.743698174,-0.618222238,0.143469075,0.823075819,0.193115673,-0.545894107,0.603111347,2.120930697,1.122797567,-1.18039317,0.154746861,-1.063088592,-1.135450044,-0.481516437,-0.452035274,-0.362418893,1.025795607,-1.229393885,0.441345696,1.213008563,-0.251093781,1.12138261,1.112562431,-1.083789777,1.479288241,-1.108867143,1.018344555,-1.134281807,1.236202707,1.229677131,1.148511662,0.477503048,0.395377979,-0.452195255,-1.103026141,-1.125122079,1.662167983,-0.555295606,0.372253633,0.335346519,-1.63428068,-1.709047145,1.15333896,-0.297935594,0.201829597,-0.382860009,0.448122326,-1.146921243,-0.764956113,-0.533809401,-0.792742691,0.174825852,-1.362024788,1.327308694,-0.431571779,1.32964785,0.207938222,-1.176716133,0.37173987,-0.461781283,1.347175488,0.31490729,-1.170931835,-1.250100649,-1.155812473,0.487282411,-1.328623464,-0.353213349,-0.378090682,0.489428322,1.325897516,-1.333009653,0.440887329,-0.404943486,-1.274984661,-1.801715273,4.193596834,-0.297935594
BASF CORPORATION,10127,127,zonair,17,125,201109,201110,4,MOST UNLIKELY,0.919013605,0.982472833,2.019906878,-0.201054143,1.534828849,1.673065848,1.224573726,0.715490855,0.099510361,1.70401607,0.984252958,-0.78296849,0.149553815,-0.244437359,-1.234257187,-1.067086238,0.278327289,-0.557646346,-1.063088592,-1.135450044,0.240052183,1.628955941,-0.362418893,-0.461244266,0.919592233,-1.734162189,-2.091081925,1.151189519,-1.75814761,-1.345014235,-1.083789777,-0.616597964,-1.108867143,-1.192876695,-0.391181803,-0.310185502,-0.266430045,0.382587408,-2.507256064,0.395377979,-1.120032756,-0.401100415,2.072527434,0.217664855,1.526044649,-1.143456378,0.335346519,-0.203059725,1.048089685,0.416643699,-0.297935594,0.201829597,-0.382860009,0.448122326,-1.146921243,-0.764956113,-0.533809401,-0.792742691,0.174825852,-1.362024788,1.327308694,-0.431571779,1.32964785,0.207938222,-1.176716133,0.37173987,-0.461781283,1.347175488,0.31490729,-1.170931835,-1.250100649,-1.155812473,0.487282411,-1.328623464,-0.353213349,-0.378090682,0.489428322,1.325897516,-1.333009653,0.440887329,-0.404943486,-1.274984661,-1.801715273,4.193596834,-0.297935594
BASF CORPORATION,10127,127,zonair,17,125,201109,201110,2,SWING,0.242333559,0.172790359,1.068928354,-0.489353465,0.834103335,0.852033026,0.48245184,0.18164121,-0.415384765,1.307877217,-0.385752721,0.632353546,0.226825806,-0.350380947,2.120930697,-1.067086238,1.007687519,0.867140068,0.423199426,-0.367969922,0.961620802,-0.452035274,-0.362418893,-0.461244266,0.919592233,1.166514991,-0.76944573,-0.251093781,0.401500055,0.293370209,2.236453484,0.780659506,1.67214444,1.018344555,-0.391181803,0.463008603,-0.266430045,-0.383336845,-0.26868673,1.114374943,2.219154749,2.406602488,-0.485592177,0.217664855,0.138484479,0.372253633,0.335346519,0.512550753,0.358805478,-0.320051562,-0.297935594,0.201829597,-0.382860009,0.448122326,-1.146921243,-0.764956113,-0.533809401,-0.792742691,0.174825852,-1.362024788,1.327308694,-0.431571779,1.32964785,0.207938222,-1.176716133,0.37173987,-0.461781283,1.347175488,0.31490729,-1.170931835,-1.250100649,-1.155812473,0.487282411,-1.328623464,-0.353213349,-0.378090682,0.489428322,1.325897516,-1.333009653,0.440887329,-0.404943486,-1.274984661,-1.801715273,4.193596834,-0.297935594
