,actionDetails_generationTime,actionDetails_icon,actionDetails_pageId,actionDetails_pageIdAction,actionDetails_pageTitle,actionDetails_serverTimePretty,actionDetails_siteSearchKeyword,actionDetails_timeSpent,actionDetails_timeSpentPretty,actionDetails_timestamp,actionDetails_type,actionDetails_url,actions,browser,browserCode,browserFamily,browserFamilyDescription,browserIcon,browserName,browserVersion,city,continent,continentCode,country,countryCode,countryFlag,daysSinceFirstVisit,daysSinceLastEcommerceOrder,daysSinceLastVisit,deviceBrand,deviceModel,deviceType,deviceTypeIcon,events,firstActionTimestamp,goalConversions,idSite,idVisit,language,languageCode,lastActionDateTime,lastActionTimestamp,latitude,location,longitude,operatingSystem,operatingSystemCode,operatingSystemIcon,operatingSystemName,operatingSystemVersion,plugins,pluginsIcons,pluginsIcons_pluginIcon,pluginsIcons_pluginName,referrerKeyword,referrerKeywordPosition,referrerName,referrerSearchEngineIcon,referrerSearchEngineUrl,referrerType,referrerTypeName,referrerUrl,region,regionCode,resolution,searches,serverDate,serverDatePretty,serverDatePrettyFirstAction,serverTimePretty,serverTimePrettyFirstAction,serverTimestamp,siteCurrency,siteCurrencySymbol,userId,visitConverted,visitConvertedIcon,visitCount,visitDuration,visitDurationPretty,visitEcommerceStatus,visitEcommerceStatusIcon,visitIp,visitLocalHour,visitLocalTime,visitServerHour,visitorId,visitorType,visitorTypeIcon,City,Country,Domain,Isp,Latitude,Longitude,ip
40,0.4s,,3000755,23,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 9:39:03 AM",,571,9 min 31s,1449653943,action,http://www.surefit.net/,23,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449668162,0,3,536458,Language code en-us,en-us,2015-12-09 15:00:48,1449673248,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/flash.gif,flash,,,,,,direct,Direct Entry,http://www.surefit.net//shop/categories/pet-solutions-non-personalized-pet-throws/silky-touch-recliner-cover.cfm?sku=45425,Pennsylvania,PA,1920x1080,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:48 AM,8:36:02 AM,1449673248,USD,$,,0,,122,5087,1 hours 24 min,none,,65.201.171.253,8,08:36:00,15,61e4e40c13dafeae,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
41,1.23s,,3001143,551,Sure Fit - Matelasse Damask Long Dining Chair Cover,"Dec 9, 2015 9:48:34 AM",,274,4 min 34s,1449654514,action,http://www.surefit.net/shop/categories/dining-and-folding-chair-covers-and-accessories-full-length-dining-chairs/matelasse-damask-long-dining-chair-cover.cfm?sku=40532,23,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449668162,0,3,536458,Language code en-us,en-us,2015-12-09 15:00:48,1449673248,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/pdf.gif,pdf,,,,,,direct,Direct Entry,http://www.surefit.net//shop/categories/pet-solutions-non-personalized-pet-throws/silky-touch-recliner-cover.cfm?sku=45425,Pennsylvania,PA,1920x1080,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:48 AM,8:36:02 AM,1449673248,USD,$,,0,,122,5087,1 hours 24 min,none,,65.201.171.253,8,08:36:00,15,61e4e40c13dafeae,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
42,1.23s,,3001143,551,Sure Fit - Matelasse Damask Long Dining Chair Cover,"Dec 9, 2015 9:48:34 AM",,274,4 min 34s,1449654514,action,http://www.surefit.net/shop/categories/dining-and-folding-chair-covers-and-accessories-full-length-dining-chairs/matelasse-damask-long-dining-chair-cover.cfm?sku=40532,23,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449668162,0,3,536458,Language code en-us,en-us,2015-12-09 15:00:48,1449673248,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/flash.gif,flash,,,,,,direct,Direct Entry,http://www.surefit.net//shop/categories/pet-solutions-non-personalized-pet-throws/silky-touch-recliner-cover.cfm?sku=45425,Pennsylvania,PA,1920x1080,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:48 AM,8:36:02 AM,1449673248,USD,$,,0,,122,5087,1 hours 24 min,none,,65.201.171.253,8,08:36:00,15,61e4e40c13dafeae,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
43,0.35s,,3001327,6,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 9:53:08 AM",,441,7 min 21s,1449654788,action,http://www.surefit.net/index.cfm,23,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449668162,0,3,536458,Language code en-us,en-us,2015-12-09 15:00:48,1449673248,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/pdf.gif,pdf,,,,,,direct,Direct Entry,http://www.surefit.net//shop/categories/pet-solutions-non-personalized-pet-throws/silky-touch-recliner-cover.cfm?sku=45425,Pennsylvania,PA,1920x1080,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:48 AM,8:36:02 AM,1449673248,USD,$,,0,,122,5087,1 hours 24 min,none,,65.201.171.253,8,08:36:00,15,61e4e40c13dafeae,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
44,0.35s,,3001327,6,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 9:53:08 AM",,441,7 min 21s,1449654788,action,http://www.surefit.net/index.cfm,23,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449668162,0,3,536458,Language code en-us,en-us,2015-12-09 15:00:48,1449673248,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/flash.gif,flash,,,,,,direct,Direct Entry,http://www.surefit.net//shop/categories/pet-solutions-non-personalized-pet-throws/silky-touch-recliner-cover.cfm?sku=45425,Pennsylvania,PA,1920x1080,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:48 AM,8:36:02 AM,1449673248,USD,$,,0,,122,5087,1 hours 24 min,none,,65.201.171.253,8,08:36:00,15,61e4e40c13dafeae,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
45,1.18s,plugins/Morpheus/images/search_ico.png,3001623,,,"Dec 9, 2015 10:00:29 AM",stretch damask,19,19s,1449655229,search,,23,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449668162,0,3,536458,Language code en-us,en-us,2015-12-09 15:00:48,1449673248,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/pdf.gif,pdf,,,,,,direct,Direct Entry,http://www.surefit.net//shop/categories/pet-solutions-non-personalized-pet-throws/silky-touch-recliner-cover.cfm?sku=45425,Pennsylvania,PA,1920x1080,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:48 AM,8:36:02 AM,1449673248,USD,$,,0,,122,5087,1 hours 24 min,none,,65.201.171.253,8,08:36:00,15,61e4e40c13dafeae,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
46,1.18s,plugins/Morpheus/images/search_ico.png,3001623,,,"Dec 9, 2015 10:00:29 AM",stretch damask,19,19s,1449655229,search,,23,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449668162,0,3,536458,Language code en-us,en-us,2015-12-09 15:00:48,1449673248,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/flash.gif,flash,,,,,,direct,Direct Entry,http://www.surefit.net//shop/categories/pet-solutions-non-personalized-pet-throws/silky-touch-recliner-cover.cfm?sku=45425,Pennsylvania,PA,1920x1080,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:48 AM,8:36:02 AM,1449673248,USD,$,,0,,122,5087,1 hours 24 min,none,,65.201.171.253,8,08:36:00,15,61e4e40c13dafeae,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
47,1.66s,,3001638,568,Sure Fit - Stretch Jacquard Damask Short Dining Chair Covers,"Dec 9, 2015 10:00:48 AM",,,,1449655248,action,http://www.surefit.net/shop/categories/dining-and-folding-chair-covers-and-accessories-full-length-dining-chairs/stretch-jacquard-short-drc.cfm?sku=40120,23,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449668162,0,3,536458,Language code en-us,en-us,2015-12-09 15:00:48,1449673248,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/pdf.gif,pdf,,,,,,direct,Direct Entry,http://www.surefit.net//shop/categories/pet-solutions-non-personalized-pet-throws/silky-touch-recliner-cover.cfm?sku=45425,Pennsylvania,PA,1920x1080,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:48 AM,8:36:02 AM,1449673248,USD,$,,0,,122,5087,1 hours 24 min,none,,65.201.171.253,8,08:36:00,15,61e4e40c13dafeae,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
48,1.66s,,3001638,568,Sure Fit - Stretch Jacquard Damask Short Dining Chair Covers,"Dec 9, 2015 10:00:48 AM",,,,1449655248,action,http://www.surefit.net/shop/categories/dining-and-folding-chair-covers-and-accessories-full-length-dining-chairs/stretch-jacquard-short-drc.cfm?sku=40120,23,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449668162,0,3,536458,Language code en-us,en-us,2015-12-09 15:00:48,1449673248,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/flash.gif,flash,,,,,,direct,Direct Entry,http://www.surefit.net//shop/categories/pet-solutions-non-personalized-pet-throws/silky-touch-recliner-cover.cfm?sku=45425,Pennsylvania,PA,1920x1080,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:48 AM,8:36:02 AM,1449673248,USD,$,,0,,122,5087,1 hours 24 min,none,,65.201.171.253,8,08:36:00,15,61e4e40c13dafeae,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
49,0.39s,,3001492,267476,Sure Fit - Waterproof Furniture Cover Wing Chair Slipcovers,"Dec 9, 2015 9:57:02 AM",,226,3 min 46s,1449655022,action,http://www.surefit.net/shop/categories/wing-chair-recliner-and-ottoman-slipcovers-wing-chairs/waterproof-wing-chair.cfm?sku=40905&sfafid=1685&KS=c7aad577-c4e0-4b8d-b554-e8544916fec6&kpid=40905,2,Chrome Mobile 34.0,CM,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CM.gif,Chrome Mobile,34.0,Merchantville,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,0,0,0,LG,D800,Smartphone,plugins/DevicesDetection/images/screens/smartphone.png,0,1449673022,0,3,536995,Language code en-us,en-us,2015-12-09 15:00:48,1449673248,39.950001,"Merchantville, New Jersey, United States",-75.058998,Android 5.0,AND,plugins/DevicesDetection/images/os/AND.gif,Android,5.0,java,,plugins/DevicePlugins/images/plugins/java.gif,java,,,,,,direct,Direct Entry,,New Jersey,NJ,1080x1776,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:48 AM,9:57:02 AM,1449673248,USD,$,,0,,1,227,3 min 47s,none,,69.142.254.178,9,09:57:03,15,356c4065702b7cc2,new,,Pennsauken,United States,comcast.net,Comcast Cable Communications Inc.,39.95621871948242,-75.05795288085938,69.142.254.178
50,0.36s,,3001639,267476,Sure Fit - Waterproof Furniture Cover Wing Chair Slipcovers,"Dec 9, 2015 10:00:48 AM",,,,1449655248,action,http://www.surefit.net/shop/categories/wing-chair-recliner-and-ottoman-slipcovers-wing-chairs/waterproof-wing-chair.cfm?sku=40905&sfafid=1685&KS=c7aad577-c4e0-4b8d-b554-e8544916fec6&kpid=40905,2,Chrome Mobile 34.0,CM,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CM.gif,Chrome Mobile,34.0,Merchantville,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,0,0,0,LG,D800,Smartphone,plugins/DevicesDetection/images/screens/smartphone.png,0,1449673022,0,3,536995,Language code en-us,en-us,2015-12-09 15:00:48,1449673248,39.950001,"Merchantville, New Jersey, United States",-75.058998,Android 5.0,AND,plugins/DevicesDetection/images/os/AND.gif,Android,5.0,java,,plugins/DevicePlugins/images/plugins/java.gif,java,,,,,,direct,Direct Entry,,New Jersey,NJ,1080x1776,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:48 AM,9:57:02 AM,1449673248,USD,$,,0,,1,227,3 min 47s,none,,69.142.254.178,9,09:57:03,15,356c4065702b7cc2,new,,Pennsauken,United States,comcast.net,Comcast Cable Communications Inc.,39.95621871948242,-75.05795288085938,69.142.254.178
51,0.09s,,3000915,266,Sure Fit - Account Information - Log In,"Dec 9, 2015 9:42:56 AM",,29,29s,1449654176,action,http://www.surefit.net/myaccount/login.cfm,48,Microsoft Edge 12.10240,PS,Edge,Edge,plugins/DevicesDetection/images/browsers/IE.gif,Microsoft Edge,12.10240,Ozone Park,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,5,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672176,0,3,536885,Language code en-us,en-us,2015-12-09 15:00:47,1449673247,40.675999,"Ozone Park, New York, United States",-73.847000,Windows 10,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,10,"flash, java",,plugins/DevicePlugins/images/plugins/flash.gif,flash,http://www.surefit.net/index.cfm?sfafid=7945,,??happy holidays from sure fit! bogo 30 just for you,,,campaign,Campaigns,http://www.surefit.net/index.cfm,New York,NY,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:47 AM,9:42:56 AM,1449673247,USD,$,,0,,5,1072,17 min 52s,none,,24.90.8.26,9,09:42:58,15,e10c6e22f8b6f09c,returning,plugins/Live/images/returningVisitor.gif,New York City,United States,twcable.com,Time Warner Cable Internet LLC,40.714271545410156,-74.00596618652344,24.90.8.26
52,0.09s,,3000915,266,Sure Fit - Account Information - Log In,"Dec 9, 2015 9:42:56 AM",,29,29s,1449654176,action,http://www.surefit.net/myaccount/login.cfm,48,Microsoft Edge 12.10240,PS,Edge,Edge,plugins/DevicesDetection/images/browsers/IE.gif,Microsoft Edge,12.10240,Ozone Park,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,5,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672176,0,3,536885,Language code en-us,en-us,2015-12-09 15:00:47,1449673247,40.675999,"Ozone Park, New York, United States",-73.847000,Windows 10,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,10,"flash, java",,plugins/DevicePlugins/images/plugins/java.gif,java,http://www.surefit.net/index.cfm?sfafid=7945,,??happy holidays from sure fit! bogo 30 just for you,,,campaign,Campaigns,http://www.surefit.net/index.cfm,New York,NY,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:47 AM,9:42:56 AM,1449673247,USD,$,,0,,5,1072,17 min 52s,none,,24.90.8.26,9,09:42:58,15,e10c6e22f8b6f09c,returning,plugins/Live/images/returningVisitor.gif,New York City,United States,twcable.com,Time Warner Cable Internet LLC,40.714271545410156,-74.00596618652344,24.90.8.26
53,0.23s,,3000948,6,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 9:43:25 AM",,22,22s,1449654205,action,http://www.surefit.net/index.cfm,48,Microsoft Edge 12.10240,PS,Edge,Edge,plugins/DevicesDetection/images/browsers/IE.gif,Microsoft Edge,12.10240,Ozone Park,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,5,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672176,0,3,536885,Language code en-us,en-us,2015-12-09 15:00:47,1449673247,40.675999,"Ozone Park, New York, United States",-73.847000,Windows 10,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,10,"flash, java",,plugins/DevicePlugins/images/plugins/flash.gif,flash,http://www.surefit.net/index.cfm?sfafid=7945,,??happy holidays from sure fit! bogo 30 just for you,,,campaign,Campaigns,http://www.surefit.net/index.cfm,New York,NY,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:47 AM,9:42:56 AM,1449673247,USD,$,,0,,5,1072,17 min 52s,none,,24.90.8.26,9,09:42:58,15,e10c6e22f8b6f09c,returning,plugins/Live/images/returningVisitor.gif,New York City,United States,twcable.com,Time Warner Cable Internet LLC,40.714271545410156,-74.00596618652344,24.90.8.26
54,0.23s,,3000948,6,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 9:43:25 AM",,22,22s,1449654205,action,http://www.surefit.net/index.cfm,48,Microsoft Edge 12.10240,PS,Edge,Edge,plugins/DevicesDetection/images/browsers/IE.gif,Microsoft Edge,12.10240,Ozone Park,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,5,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672176,0,3,536885,Language code en-us,en-us,2015-12-09 15:00:47,1449673247,40.675999,"Ozone Park, New York, United States",-73.847000,Windows 10,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,10,"flash, java",,plugins/DevicePlugins/images/plugins/java.gif,java,http://www.surefit.net/index.cfm?sfafid=7945,,??happy holidays from sure fit! bogo 30 just for you,,,campaign,Campaigns,http://www.surefit.net/index.cfm,New York,NY,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:47 AM,9:42:56 AM,1449673247,USD,$,,0,,5,1072,17 min 52s,none,,24.90.8.26,9,09:42:58,15,e10c6e22f8b6f09c,returning,plugins/Live/images/returningVisitor.gif,New York City,United States,twcable.com,Time Warner Cable Internet LLC,40.714271545410156,-74.00596618652344,24.90.8.26
55,0.98s,,3000957,13,Sure Fit - Category,"Dec 9, 2015 9:43:47 AM",,22,22s,1449654227,action,http://www.surefit.net/category/?c=slipcovers&p=1&furniture_type=Sofa&rank=-units_sold&sale=0,48,Microsoft Edge 12.10240,PS,Edge,Edge,plugins/DevicesDetection/images/browsers/IE.gif,Microsoft Edge,12.10240,Ozone Park,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,5,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672176,0,3,536885,Language code en-us,en-us,2015-12-09 15:00:47,1449673247,40.675999,"Ozone Park, New York, United States",-73.847000,Windows 10,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,10,"flash, java",,plugins/DevicePlugins/images/plugins/flash.gif,flash,http://www.surefit.net/index.cfm?sfafid=7945,,??happy holidays from sure fit! bogo 30 just for you,,,campaign,Campaigns,http://www.surefit.net/index.cfm,New York,NY,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:47 AM,9:42:56 AM,1449673247,USD,$,,0,,5,1072,17 min 52s,none,,24.90.8.26,9,09:42:58,15,e10c6e22f8b6f09c,returning,plugins/Live/images/returningVisitor.gif,New York City,United States,twcable.com,Time Warner Cable Internet LLC,40.714271545410156,-74.00596618652344,24.90.8.26
56,0.98s,,3000957,13,Sure Fit - Category,"Dec 9, 2015 9:43:47 AM",,22,22s,1449654227,action,http://www.surefit.net/category/?c=slipcovers&p=1&furniture_type=Sofa&rank=-units_sold&sale=0,48,Microsoft Edge 12.10240,PS,Edge,Edge,plugins/DevicesDetection/images/browsers/IE.gif,Microsoft Edge,12.10240,Ozone Park,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,5,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672176,0,3,536885,Language code en-us,en-us,2015-12-09 15:00:47,1449673247,40.675999,"Ozone Park, New York, United States",-73.847000,Windows 10,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,10,"flash, java",,plugins/DevicePlugins/images/plugins/java.gif,java,http://www.surefit.net/index.cfm?sfafid=7945,,??happy holidays from sure fit! bogo 30 just for you,,,campaign,Campaigns,http://www.surefit.net/index.cfm,New York,NY,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:47 AM,9:42:56 AM,1449673247,USD,$,,0,,5,1072,17 min 52s,none,,24.90.8.26,9,09:42:58,15,e10c6e22f8b6f09c,returning,plugins/Live/images/returningVisitor.gif,New York City,United States,twcable.com,Time Warner Cable Internet LLC,40.714271545410156,-74.00596618652344,24.90.8.26
57,0.14s,,3000971,1753,Sure Fit - Ballad Bouquet by WaverlyTM One Piece T-cushion Slipcovers,"Dec 9, 2015 9:44:09 AM",,55,55s,1449654249,action,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-one-piece-t-cushions/ballad-bouquet-tcush-covers.cfm?sku=42174,48,Microsoft Edge 12.10240,PS,Edge,Edge,plugins/DevicesDetection/images/browsers/IE.gif,Microsoft Edge,12.10240,Ozone Park,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,5,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672176,0,3,536885,Language code en-us,en-us,2015-12-09 15:00:47,1449673247,40.675999,"Ozone Park, New York, United States",-73.847000,Windows 10,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,10,"flash, java",,plugins/DevicePlugins/images/plugins/flash.gif,flash,http://www.surefit.net/index.cfm?sfafid=7945,,??happy holidays from sure fit! bogo 30 just for you,,,campaign,Campaigns,http://www.surefit.net/index.cfm,New York,NY,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:47 AM,9:42:56 AM,1449673247,USD,$,,0,,5,1072,17 min 52s,none,,24.90.8.26,9,09:42:58,15,e10c6e22f8b6f09c,returning,plugins/Live/images/returningVisitor.gif,New York City,United States,twcable.com,Time Warner Cable Internet LLC,40.714271545410156,-74.00596618652344,24.90.8.26
58,0.14s,,3000971,1753,Sure Fit - Ballad Bouquet by WaverlyTM One Piece T-cushion Slipcovers,"Dec 9, 2015 9:44:09 AM",,55,55s,1449654249,action,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-one-piece-t-cushions/ballad-bouquet-tcush-covers.cfm?sku=42174,48,Microsoft Edge 12.10240,PS,Edge,Edge,plugins/DevicesDetection/images/browsers/IE.gif,Microsoft Edge,12.10240,Ozone Park,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,5,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672176,0,3,536885,Language code en-us,en-us,2015-12-09 15:00:47,1449673247,40.675999,"Ozone Park, New York, United States",-73.847000,Windows 10,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,10,"flash, java",,plugins/DevicePlugins/images/plugins/java.gif,java,http://www.surefit.net/index.cfm?sfafid=7945,,??happy holidays from sure fit! bogo 30 just for you,,,campaign,Campaigns,http://www.surefit.net/index.cfm,New York,NY,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",10:00:47 AM,9:42:56 AM,1449673247,USD,$,,0,,5,1072,17 min 52s,none,,24.90.8.26,9,09:42:58,15,e10c6e22f8b6f09c,returning,plugins/Live/images/returningVisitor.gif,New York City,United States,twcable.com,Time Warner Cable Internet LLC,40.714271545410156,-74.00596618652344,24.90.8.26
